,words,tags,cased
74,"many people still believe that to be true , even though the ministry of russian federation on civil defence , emergencies and elimination of conseguences of natural disasters ( emercom of russia ) reported this in 1996 :",ADJ NOUN ADV VERB PRON PART AUX ADJ PUNCT ADV SCONJ DET PROPN ADP PROPN NOUN ADP PROPN PROPN PUNCT PROPN CCONJ PROPN ADP PROPN ADP PROPN PROPN PUNCT PROPN ADP PROPN PUNCT VERB PRON ADP NUM PUNCT,"Many people still believe that to be true , even though the Ministry of Russian Federation on Civil Defence , Emergencies and Elimination of Conseguences of Natural Disasters ( EMERCOM of Russia ) reported this in 1996 :"
75,chernobyl accident : ten years on,PROPN NOUN PUNCT NUM NOUN ADV,CHERNOBYL ACCIDENT : TEN YEARS ON
76,"in the last decade , there has been a real and significant increase in childhood and , to a certain extent , adult carcinoma of the thyroid in contaminated regions of the former soviet union ( wi940 ) which should be attributed to the chernobyl accident until proven otherwise .",ADP DET ADJ NOUN PUNCT PRON AUX VERB DET ADJ CCONJ ADJ NOUN ADP NOUN CCONJ PUNCT ADP DET ADJ NOUN PUNCT NOUN NOUN ADP DET NOUN ADP VERB NOUN ADP DET ADJ PROPN PROPN PUNCT PROPN PUNCT PRON AUX AUX VERB ADP DET PROPN NOUN SCONJ VERB ADV PUNCT,"In the last decade , there has been a real and significant increase in childhood and , to a certain extent , adult carcinoma of the thyroid in contaminated regions of the former Soviet Union ( Wi940 ) which should be attributed to the Chernobyl accident until proven otherwise ."
77,the prestigious iaea ( international atomic energy agency ) published an early report on chernobyl which was based on information from russian sources and stated that there was no significant health effects .,DET ADJ PROPN PUNCT PROPN PROPN PROPN PROPN PUNCT VERB DET ADJ NOUN ADP PROPN PRON AUX VERB ADP NOUN ADP ADJ NOUN CCONJ VERB SCONJ PRON VERB DET ADJ NOUN NOUN PUNCT,The prestigious IAEA ( International Atomic Energy Agency ) published an early report on Chernobyl which was based on information from Russian sources and stated that there was no significant health effects .
78,"however , in april 2001 , the iaea published fifteen years after the chernobyl accident - lessons learned . which contradict the earlier reports .",ADV PUNCT ADP PROPN NUM PUNCT DET PROPN VERB PROPN PROPN ADP DET PROPN PROPN PUNCT PROPN VERB PUNCT PRON VERB DET ADJ NOUN PUNCT,"However , in April 2001 , the IAEA published Fifteen Years after the Chernobyl Accident - Lessons learned . which contradict the earlier reports ."
79,here are some excerpts :,ADV AUX DET NOUN PUNCT,Here are some excerpts :
80,"the dramatic increase in radiation - induced thyroid cancers in children and adolescents in belarus , russia , and ukraine , which have been observed since 1991 , continues to this day .",DET ADJ NOUN ADP NOUN PUNCT VERB NOUN NOUN ADP NOUN CCONJ NOUN ADP PROPN PUNCT PROPN PUNCT CCONJ PROPN PUNCT PRON AUX AUX VERB ADP NUM PUNCT VERB ADP DET NOUN PUNCT,"The dramatic increase in radiation - induced thyroid cancers in children and adolescents in Belarus , Russia , and Ukraine , which have been observed since 1991 , continues to this day ."
81,"... a drop in the birth rate , a deterioration in women 's reproductive health , an increase in complications during pregnancy and birth , and a deterioration in neonatal health ....",PUNCT DET NOUN ADP DET NOUN NOUN PUNCT DET NOUN ADP NOUN PART ADJ NOUN PUNCT DET NOUN ADP NOUN ADP NOUN CCONJ NOUN PUNCT CCONJ DET NOUN ADP ADJ NOUN PUNCT,"... a drop in the birth rate , a deterioration in women 's reproductive health , an increase in complications during pregnancy and birth , and a deterioration in neonatal health ...."
82,"the dynamics of change in the state of health of children affected by the chernobyl accident in all three countries - belarus , russia , and ukraine - in the post-accident period is characterized by persistent negative tendencies : the morbidity rate is going up , the number of really healthy children is dropping , and disability is increasing .",DET NOUN ADP NOUN ADP DET NOUN ADP NOUN ADP NOUN VERB ADP DET PROPN NOUN ADP DET NUM NOUN PUNCT PROPN PUNCT PROPN PUNCT CCONJ PROPN PUNCT ADP DET ADJ NOUN AUX VERB ADP ADJ ADJ NOUN PUNCT DET NOUN NOUN AUX VERB ADV PUNCT DET NOUN ADP ADV ADJ NOUN AUX VERB PUNCT CCONJ NOUN AUX VERB PUNCT,"The dynamics of change in the state of health of children affected by the Chernobyl accident in all three countries - Belarus , Russia , and Ukraine - in the post-accident period is characterized by persistent negative tendencies : the morbidity rate is going up , the number of really healthy children is dropping , and disability is increasing ."
83,"as a parent , i can well imagine how painful it must be for those families whose children are succumbing to radiation poisoning .",ADP DET NOUN PUNCT PRON AUX ADV VERB ADV ADJ PRON AUX AUX ADP DET NOUN PRON NOUN AUX VERB ADP NOUN NOUN PUNCT,"As a parent , I can well imagine how painful it must be for those families whose children are succumbing to radiation poisoning ."
84,there is a lot to learn about chernobyl .,PRON VERB DET NOUN PART VERB ADP PROPN PUNCT,There is a lot to learn about Chernobyl .
85,being well - informed will give you certainty and that is desirable in a world of conflicting reports .,VERB ADV PUNCT VERB AUX VERB PRON NOUN CCONJ PRON AUX ADJ ADP DET NOUN ADP VERB NOUN PUNCT,Being well - informed will give you certainty and that is desirable in a world of conflicting reports .
86,there are a wealth of references on chernobyl .,PRON VERB DET NOUN ADP NOUN ADP PROPN PUNCT,There are a wealth of references on Chernobyl .
87,read some of the following links and draw your own conclusions .,VERB DET ADP DET VERB NOUN CCONJ VERB PRON ADJ NOUN PUNCT,Read some of the following links and draw your own conclusions .
88,these links present the many viewpoints that existed and still exist about the disaster called chernobyl :,DET NOUN VERB DET ADJ NOUN PRON VERB CCONJ ADV VERB ADP DET NOUN VERB PROPN PUNCT,These links present the many viewpoints that existed and still exist about the disaster called Chernobyl :
89,iaea report lessons learned,PROPN NOUN PROPN VERB,IAEA Report Lessons learned
90,http://www.ibiblio.org/expo/soviet.exhibit/chernobyl.html,X,http://www.ibiblio.org/expo/soviet.exhibit/chernobyl.html
91,http://www.ibrae.ac.ru/ibrae/eng/chernobyl/nat_rep/nat_repe.htm#24,X,http://www.ibrae.ac.ru/IBRAE/eng/chernobyl/nat_rep/nat_repe.htm#24
92,http://www.nsrl.ttu.edu/chernobyl/wildlifepreserve.htm,X,http://www.nsrl.ttu.edu/chernobyl/wildlifepreserve.htm
93,http://www.environmentalchemistry.com/yogi/hazmat/articles/chernobyl1.html,X,http://www.environmentalchemistry.com/yogi/hazmat/articles/chernobyl1.html
94,http://digon_va.tripod.com/chernobyl.htm,X,http://digon_va.tripod.com/Chernobyl.htm
95,http://www.oneworld.org/index_oc/issue196/byckau.html,X,http://www.oneworld.org/index_oc/issue196/byckau.html
96,http://www.collectinghistory.net/chernobyl/,X,http://www.collectinghistory.net/chernobyl/
97,http://www.ukrainianweb.com/chernobyl_ukraine.htm,X,http://www.ukrainianweb.com/chernobyl_ukraine.htm
98,http://www.bullatomsci.org/issues/1993/s93/s93marples.html,X,http://www.bullatomsci.org/issues/1993/s93/s93Marples.html
99,http://www.calguard.ca.gov/ia/chernobyl-15%20years.htm,X,http://www.calguard.ca.gov/ia/Chernobyl-15%20years.htm
100,http://www.infoukes.com/history/chornobyl/gregorovich/index.html,X,http://www.infoukes.com/history/chornobyl/gregorovich/index.html
101,http://www.un.org/ha/chernobyl/,X,http://www.un.org/ha/chernobyl/
102,http://www.tecsoc.org/pubs/history/2002/apr26.htm,X,http://www.tecsoc.org/pubs/history/2002/apr26.htm
103,http://www.chernobyl.org.uk/page2.htm,X,http://www.chernobyl.org.uk/page2.htm
104,http://www.time.com/time/daily/chernobyl/860901.accident.html,X,http://www.time.com/time/daily/chernobyl/860901.accident.html
105,http://www.infoukes.com/history/chornobyl/elg/,X,http://www.infoukes.com/history/chornobyl/elg/
106,http://www.world-nuclear.org/info/chernobyl/inf07.htm,X,http://www.world-nuclear.org/info/chernobyl/inf07.htm
107,http://www.nea.fr/html/rp/chernobyl/conclusions5.html,X,http://www.nea.fr/html/rp/chernobyl/conclusions5.html
108,http://www.nea.fr/html/rp/chernobyl/c01.html,X,http://www.nea.fr/html/rp/chernobyl/c01.html
109,http://www.nea.fr/html/rp/chernobyl/c05.html,X,http://www.nea.fr/html/rp/chernobyl/c05.html
110,http://www.physics.isu.edu/radinf/chern.htm,X,http://www.physics.isu.edu/radinf/chern.htm
111,http://www.chernobyl.info/en,X,http://www.chernobyl.info/en
112,http://www.arps.org.au/chernobyl.htm,X,http://www.arps.org.au/Chernobyl.htm
113,http://www-formal.stanford.edu/jmc/progress/chernobyl.html,X,http://www-formal.stanford.edu/jmc/progress/chernobyl.html
114,http://www.21stcenturysciencetech.com/articles/chernobyl.html,X,http://www.21stcenturysciencetech.com/articles/chernobyl.html
115,i would be interested in hearing what conclusions you reached and what you found that was most convincing .,PRON AUX AUX ADJ SCONJ VERB DET NOUN PRON VERB CCONJ PRON PRON VERB PRON AUX ADV ADJ PUNCT,I would be interested in hearing what conclusions you reached and what you found that was most convincing .
116,radiation :,NOUN PUNCT,radiation :
117,as a child in the 50's i had a lot of glandular problems and they treated it with radiation therapy ( primitive at best ! ) and stopped when a lesion on my neck started enlarging -- they said it was not ca but stopped the treatments ....,ADP DET NOUN ADP DET NOUN PRON VERB DET NOUN ADP ADJ NOUN CCONJ PRON VERB PRON ADP NOUN NOUN PUNCT ADJ ADP ADJ PUNCT PUNCT CCONJ VERB ADV DET NOUN ADP PRON NOUN VERB VERB PUNCT PRON VERB PRON AUX PART NOUN CCONJ VERB DET NOUN PUNCT,As a child in the 50's I had a lot of glandular problems and they treated it with radiation therapy ( primitive at best ! ) and stopped when a lesion on my neck started enlarging -- they said it was not CA but stopped the treatments ....
118,remember the old shoe sizing machines that was a form of radiation xray ?,VERB DET ADJ NOUN VERB NOUN PRON AUX DET NOUN ADP NOUN NOUN PUNCT,Remember the old shoe sizing machines that was a form of radiation xray ?
119,that too was stopped .,PRON ADV AUX VERB PUNCT,That too was stopped .
120,do n't have to mention what radiation has done and is still doing to hirsohima & nagaski folks -- there can be no doubts about the effects of radiation in chernobyl .......,AUX PART VERB PART VERB PRON NOUN AUX VERB CCONJ AUX ADV VERB ADP PROPN CCONJ PROPN NOUN PUNCT PRON AUX VERB DET NOUN ADP DET NOUN ADP NOUN ADP PROPN PUNCT,Do n't have to mention what radiation has done and is still doing to Hirsohima & Nagaski folks -- there can be no doubts about the effects of radiation in Chernobyl .......
121,the chernobyl children 's project ( http://www.adiccp.org/home/default.asp ) offers several ways to help the children of that region .,DET PROPN PROPN PART PROPN PUNCT X PUNCT VERB ADJ NOUN PART VERB DET NOUN ADP DET NOUN PUNCT,The Chernobyl Children 's Project ( http://www.adiccp.org/home/default.asp ) offers several ways to help the children of that region .
122,"one of them is the rest and recuperation program , wherein a child can come to the us for a few weeks in the summer .",NUM ADP PRON AUX DET PROPN CCONJ PROPN PROPN PUNCT ADV DET NOUN AUX VERB ADP DET PROPN ADP DET ADJ NOUN ADP DET NOUN PUNCT,"One of them is the Rest and Recuperation Program , wherein a child can come to the US for a few weeks in the summer ."
123,"even a little time spent receiving wholesome , uncontaminated food , good medical care , etc. can add years to their lives .",ADV DET ADJ NOUN VERB VERB ADJ PUNCT ADJ NOUN PUNCT ADJ ADJ NOUN PUNCT X AUX VERB NOUN ADP PRON NOUN PUNCT,"Even a little time spent receiving wholesome , uncontaminated food , good medical care , etc. can add years to their lives ."
124,s. and i have an acquaintance who has hosted several of these children for many years ; to see these little ones breaks the heart .,PROPN CCONJ PRON VERB DET NOUN PRON AUX VERB ADJ ADP DET NOUN ADP ADJ NOUN PUNCT PART VERB DET ADJ NOUN VERB DET NOUN PUNCT,S. and I have an acquaintance who has hosted several of these children for many years ; to see these little ones breaks the heart .
125,"the urge to protect and gather them all in is almost overwhelming , and makes me more grateful for the blessings i have .",DET NOUN PART VERB CCONJ VERB PRON DET ADV AUX ADV ADJ PUNCT CCONJ VERB PRON ADV ADJ ADP DET NOUN PRON VERB PUNCT,"The urge to protect and gather them all in is almost overwhelming , and makes me more grateful for the blessings I have ."
126,"take care , my friend , linda",VERB NOUN PUNCT PRON NOUN PUNCT PROPN,"Take care , my friend , Linda"
127,i 'm sorry to say elena 's story has been revealed to be a fake .,PRON AUX ADJ PART VERB PROPN PART NOUN AUX AUX VERB PART AUX DET NOUN PUNCT,I 'm sorry to say Elena 's story has been revealed to be a fake .
128,what do the new al - qaeda videotape and audio speeches of bin laden and ayman al - zawahiri tell us about the hopes of the remaining top leadership of the organization ?,PRON AUX DET ADJ PROPN PUNCT PROPN NOUN CCONJ NOUN NOUN ADP PROPN PROPN CCONJ PROPN PROPN PUNCT PROPN VERB PRON ADP DET NOUN ADP DET ADJ ADJ NOUN ADP DET NOUN PUNCT,What do the new al - Qaeda videotape and audio speeches of Bin Laden and Ayman al - Zawahiri tell us about the hopes of the remaining top leadership of the organization ?
129,"because the us and pakistan have managed to capture or kill about 2 / 3s of the top 25 al - qaeda commanders , the middle managers are not in close contact with al - zawahiri and bin laden .",SCONJ DET PROPN CCONJ PROPN AUX VERB PART VERB CCONJ VERB ADV NUM PUNCT NOUN ADP DET ADJ NUM PROPN PUNCT PROPN NOUN PUNCT DET ADJ NOUN AUX PART ADP ADJ NOUN ADP PROPN PUNCT PROPN CCONJ PROPN PROPN PUNCT,"Because the US and Pakistan have managed to capture or kill about 2 / 3s of the top 25 al - Qaeda commanders , the middle managers are not in close contact with al - Zawahiri and Bin Laden ."
130,the tape was a way to signal priorities .,DET NOUN AUX DET NOUN PART VERB NOUN PUNCT,The tape was a way to signal priorities .
131,"these are 1 ) assassinate or overthrow gen. pervez musharraf , the pakistani military "" president "" who had made a coup in 1999 and has thrown in his lot with the united states against the taliban and al - qaeda .",PRON VERB X PUNCT VERB CCONJ VERB PROPN PROPN PROPN PUNCT DET ADJ ADJ PUNCT NOUN PUNCT PRON AUX VERB DET NOUN ADP NUM CCONJ AUX VERB ADV PRON NOUN ADP DET PROPN PROPN ADP DET PROPN CCONJ PROPN PUNCT PROPN PUNCT,"These are 1 ) Assassinate or overthrow Gen. Pervez Musharraf , the Pakistani military "" president "" who had made a coup in 1999 and has thrown in his lot with the United States against the Taliban and al - Qaeda ."
